,Year,Mon,Week,Open,High,Low,Close,Volume,service,downloading,copyrighted,internet,hashtag,tracking,advertisers,offline,cardholders,spam,chat,uploaded,video,painstakingly,promotional,machinima,placement,web,searches,notifying,feeds,graphs,update,intrade,microblogs,stored,banter,application,infringing,html,lists,http,subscriptions,automatically,sites,streaming,compiling,maps,experiential,digitally,scalpers,illegitimately,satellite,hangout,rumor,posts,trackers,platform,subscriber,websites,airtime,users,edit,petition,backpage,content,information,scams,multiplatform,upload,com,media,document,recorder,href,timeline,caption,copyright,scanning,catalogs,skips,user,deleting,download,click,updating,mail,notices,blogs,posting,messages,pandora,delete,alerts,listings,authentication,search,interactive,kickstarter,videos,virtual,geek,facetime,trailers,texts,autoslash,browse,silicon,keystrokes,lounges,fake,bookmarks,conferencing,customized,streams,site,checking,verifying,dotcom,post,social,via,preloaded,megaupload,pdf,postings,incorporating,graphics,adblock,archive,downloaded,online,autographs,database,youtube,tabs,updated,updates,nyt,tweets,orchestration,shazam,bridgebase,edits,informative,booking,fastweb,telephone,kotaku,consoles,chip,discontinuing,patents,ibooks,laptops,faster,smart,automated,infringed,machine,sensors,developers,antivirus,mapping,tweaked,wearable,delivery,counters,desktop,storage,gps,cloud,holdouts,mainframe,operating,electronics,handsets,inexpensive,simplified,modes,screens,fast,layout,devices,screen,intel,nifty,hardware,android,password,browsing,computing,televisions,wearer,cellular,consumer,maneuvers,videoconferencing,smartphone,connector,server,computers,pricing,java,printing,technologies,interface,oracle,tools,device,printers,phones,target,analytics,speedier,refine,processors,simulation,newer,computer,xerox,eyeglasses,titan,handset,portable,laptop,webos,playbook,motion,appliances,date,Day
61,2013,08,1,65.27,65.69,64.995,65.66,60128824,86,65,63,88,53,44,43,71,52,77,83,70,77,42,66,54,83,70,42,65,94,47,60,3,33,78,43,88,32,77,81,69,53,82,87,63,68,66,70,26,15,26,72,51,42,91,65,61,12,83,19,80,90,19,75,87,76,85,44,88,79,72,77,90,84,27,23,60,79,68,68,88,67,84,64,52,87,77,82,40,67,55,79,100,81,83,80,66,41,91,71,94,42,85,72,10,79,43,67,73,70,78,76,68,29,85,58,42,6,85,69,82,66,12,61,80,68,83,44,84,73,90,100,79,77,77,61,61,34,38,70,39,49,76,20,42,60,88,59,48,74,50,59,50,77,86,62,79,15,69,77,79,82,79,12,30,62,86,80,80,54,73,3,67,79,82,69,91,44,71,82,28,74,73,88,77,71,89,79,87,68,65,43,36,78,76,63,39,61,83,86,77,75,71,87,83,82,79,85,78,85,89,46,82,15,68,74,56,86,82,84,98,61,72,77,84,34,17,85,91,2013-08-03,03
62,2013,08,2,66.256,66.688,65.648,66.146,73812229,85,65,68,88,53,45,49,73,39,78,83,67,77,42,67,55,83,69,42,59,86,51,60,2,24,77,40,90,41,75,82,69,55,79,86,61,67,65,65,25,16,17,74,54,41,78,64,61,12,84,21,82,93,18,75,88,77,90,26,89,81,74,77,89,78,28,23,61,81,67,66,88,67,86,63,53,85,76,80,41,59,57,81,66,82,80,78,67,41,90,73,73,40,82,70,5,80,44,68,80,67,77,77,71,27,83,59,44,8,82,69,72,72,8,62,82,72,84,45,84,74,91,68,79,76,76,62,63,35,38,68,39,39,66,21,38,46,85,60,48,71,46,58,49,77,88,61,82,10,72,76,80,84,79,15,30,63,88,83,77,54,71,2,62,81,81,68,88,47,76,83,27,74,74,88,78,71,88,79,87,68,67,42,33,77,75,77,43,62,82,87,80,75,69,91,83,82,77,86,76,86,89,47,78,18,70,72,54,79,84,81,96,61,71,77,85,36,16,86,89,2013-08-10,10
63,2013,08,3,69.21,70.656,68.744,70.162,142767100,86,64,59,89,53,45,52,72,53,80,82,70,76,37,65,52,84,72,41,54,97,59,64,2,32,82,39,88,52,79,83,71,56,85,84,69,62,63,64,25,15,17,75,54,41,75,71,63,12,82,24,85,90,21,74,90,81,86,34,88,82,77,83,90,81,29,23,63,89,68,64,90,67,85,63,51,87,77,81,41,59,57,81,63,76,81,79,70,39,88,73,69,42,78,74,8,75,46,65,74,66,81,73,70,30,84,58,42,7,82,74,73,79,9,66,74,81,86,48,84,72,88,68,81,75,75,64,66,34,37,69,38,48,64,23,36,57,89,62,51,72,45,58,52,77,84,64,82,12,71,77,79,86,83,12,28,63,86,85,79,53,72,3,68,81,82,66,85,49,76,80,27,75,76,88,80,79,91,78,87,65,74,41,37,73,77,73,44,62,83,89,82,75,71,93,88,86,82,87,76,90,84,45,81,17,73,79,60,76,87,86,95,61,73,79,87,33,16,84,89,2013-08-17,17
64,2013,08,4,72.17,72.584,71.532,71.86,83600885,86,63,63,90,50,43,49,69,39,79,79,67,80,73,62,48,83,72,41,61,100,68,59,2,46,82,38,88,32,78,83,72,57,80,82,73,69,62,69,27,15,21,75,55,41,70,67,61,11,81,19,81,90,25,73,87,82,84,37,83,79,76,82,89,86,31,22,63,80,65,63,90,66,84,63,50,87,74,80,41,56,58,77,65,74,81,77,71,37,87,74,69,39,75,69,4,70,44,69,70,64,79,78,67,28,83,57,37,6,83,74,78,62,8,68,72,76,84,53,80,67,88,66,79,75,74,62,63,39,40,69,38,42,58,27,33,73,89,57,54,70,53,64,48,75,81,62,80,20,71,76,78,87,81,14,31,61,94,84,79,50,71,8,74,82,81,65,83,57,76,79,26,75,78,86,81,75,91,76,85,68,74,40,25,72,77,71,39,60,81,87,82,72,71,92,87,86,82,87,74,89,82,43,81,21,77,76,66,79,86,86,91,61,72,80,86,34,15,84,90,2013-08-24,24
65,2013,08,5,70.528,71.372,70.012,70.324,78740867,84,59,69,90,48,43,50,69,47,77,77,67,78,57,62,49,82,71,42,64,90,79,58,2,36,81,39,88,39,78,82,72,50,77,82,67,73,61,67,24,18,21,75,52,39,72,59,64,11,82,19,81,90,21,74,88,82,82,33,83,78,77,85,87,79,32,23,62,85,60,61,88,63,83,62,48,90,74,78,43,58,56,75,63,72,79,76,73,43,87,73,68,37,76,70,2,69,45,66,66,65,78,71,68,25,82,58,39,8,81,78,84,76,8,71,95,81,83,49,83,66,87,61,81,74,72,63,63,34,36,73,39,47,61,35,32,83,92,58,51,71,38,63,50,74,84,65,83,15,71,79,76,86,84,13,37,61,94,83,79,49,72,4,73,82,80,70,82,57,76,80,26,75,79,85,79,73,90,77,83,64,75,43,34,76,78,80,43,63,80,87,83,74,70,92,85,85,82,87,73,89,83,44,82,16,75,75,66,76,85,85,86,69,72,81,86,36,14,86,90,2013-08-31,31
66,2013,09,2,71.12,71.5325,70.2575,70.74,79564044,86,60,68,88,47,43,50,68,53,76,77,67,78,44,63,47,86,77,41,63,77,90,61,2,55,87,38,90,48,84,84,73,53,81,81,70,71,61,78,27,17,31,74,52,40,71,59,64,13,83,18,84,89,26,73,91,89,83,42,83,78,78,90,88,82,38,23,66,91,67,57,91,62,83,62,51,91,72,78,42,57,59,75,67,74,83,77,80,42,86,75,67,37,73,71,2,68,47,80,68,64,77,82,70,28,81,58,45,7,81,80,93,60,8,72,78,86,86,50,84,66,87,53,84,75,72,61,65,40,37,71,36,40,56,52,31,92,92,59,55,77,61,67,47,72,85,64,84,19,77,82,77,85,89,16,33,61,91,85,76,47,74,3,77,88,79,58,83,70,83,79,26,75,86,86,83,71,87,75,82,62,82,43,33,81,79,76,48,65,82,86,86,78,73,97,87,88,85,88,76,87,89,41,84,20,73,84,68,82,86,90,86,66,74,81,85,36,15,91,86,2013-09-07,07
67,2013,09,3,69.03,69.606,68.244,68.746,134043610,85,88,74,90,47,44,48,70,63,81,76,66,77,70,62,53,88,79,50,63,70,94,96,2,56,95,39,91,46,84,84,73,53,85,81,68,75,62,83,30,19,16,75,50,40,70,61,65,27,86,18,88,93,26,74,93,91,82,31,84,81,82,92,88,84,35,24,66,92,69,63,94,86,88,63,100,92,74,78,42,64,60,98,64,73,84,81,84,39,86,77,68,57,73,84,6,72,49,69,68,63,85,79,72,33,82,63,100,6,82,89,88,72,8,73,73,82,87,50,83,89,89,57,87,76,73,92,72,37,37,67,36,46,58,59,30,87,91,61,62,74,57,70,58,70,92,64,85,20,75,80,80,85,92,11,33,61,86,85,80,47,77,2,77,98,79,61,86,67,84,82,26,78,98,92,81,72,87,86,85,89,81,47,24,90,81,70,53,62,82,86,85,78,73,96,89,91,87,91,79,89,92,45,87,23,70,82,68,77,90,90,87,68,75,77,84,40,14,92,87,2013-09-14,14
68,2013,09,4,66.31,66.914,65.448,65.994,125431555,85,63,64,88,100,45,51,69,49,79,75,65,77,58,63,56,86,77,55,64,65,93,73,2,30,97,40,94,63,85,86,73,62,85,80,69,79,64,80,28,17,31,74,52,39,71,55,64,14,84,20,88,92,23,75,92,91,79,30,84,80,86,94,89,87,34,22,67,90,69,65,93,79,84,62,72,91,74,77,40,63,58,91,64,73,83,79,83,38,87,78,68,56,70,89,6,77,50,73,71,63,86,87,69,30,81,58,45,7,80,89,84,48,7,74,72,74,84,52,82,76,87,57,86,77,73,84,61,36,43,68,35,44,57,67,30,85,90,59,56,75,51,72,53,67,83,63,86,26,74,81,78,86,95,11,36,62,91,84,76,46,77,2,83,96,80,66,85,64,85,80,25,77,90,89,81,69,86,88,87,100,85,47,30,89,82,75,59,62,81,85,82,76,75,94,89,92,100,88,81,85,88,41,87,18,74,82,67,78,85,92,83,70,73,77,83,36,14,94,86,2013-09-21,21
69,2013,09,5,70.0,70.15,69.042,69.434,95433269,86,62,66,91,83,44,51,68,37,82,76,65,79,55,63,46,87,77,48,74,63,94,69,2,40,93,37,93,81,85,87,74,53,85,82,69,76,75,78,24,20,16,73,52,38,70,57,66,12,87,20,89,93,23,76,93,91,80,41,80,79,100,93,87,84,34,24,67,88,63,65,93,76,84,62,59,92,73,78,42,63,58,84,64,74,83,78,84,44,89,80,72,45,69,90,6,75,48,72,65,64,83,70,69,30,83,59,38,7,85,100,88,65,7,75,74,87,85,52,85,70,97,56,87,85,73,72,57,40,36,79,35,47,58,100,30,84,91,57,56,75,52,69,49,66,84,66,84,27,75,81,76,86,92,12,37,63,90,83,78,46,80,3,79,93,80,62,82,72,89,80,26,78,89,88,81,69,86,79,85,83,79,46,34,88,80,68,59,60,85,87,79,76,75,94,85,89,84,89,78,85,86,41,89,14,74,77,68,77,85,90,81,78,73,78,82,35,13,92,85,2013-09-28,28
70,2013,10,1,69.23,69.9275,68.625,69.4275,76543110,84,58,71,86,73,46,63,68,42,77,74,64,76,46,61,42,83,76,50,57,62,94,66,3,65,93,40,88,73,85,86,72,47,83,79,69,80,86,83,29,21,62,79,53,39,69,55,66,13,86,17,87,92,23,76,92,91,76,31,79,76,80,93,87,88,34,23,67,90,68,58,92,71,83,59,55,92,71,76,40,58,58,81,65,71,82,78,82,37,87,78,78,41,67,78,6,74,48,65,70,66,81,76,70,27,79,58,41,6,83,93,87,56,7,73,72,81,83,50,84,70,90,49,90,88,73,68,58,37,43,77,34,46,60,85,29,82,89,55,53,73,47,71,47,66,82,66,85,17,75,85,78,84,90,12,35,61,93,84,74,45,76,3,77,90,78,59,84,65,89,78,24,79,84,86,80,71,85,77,85,74,80,42,33,84,81,85,48,60,81,84,79,77,77,96,86,91,86,88,78,84,81,41,89,7,70,75,66,84,85,90,80,68,70,77,80,37,12,91,88,2013-10-05,05
71,2013,10,2,69.698,70.208,69.042,69.65,72563751,84,59,71,85,61,44,50,69,40,78,77,67,79,56,63,42,82,74,58,61,62,88,73,2,30,91,40,88,52,85,83,71,51,83,81,76,73,87,84,29,23,0,73,53,40,71,64,67,13,85,19,87,93,21,78,92,89,74,27,81,81,82,90,86,86,35,26,67,88,71,56,92,68,85,62,56,89,73,77,40,64,56,80,59,72,80,78,80,40,90,80,76,40,69,77,6,73,47,65,72,69,79,78,71,28,82,58,44,6,84,91,87,68,7,72,65,81,85,55,83,70,92,51,85,91,71,64,61,38,41,79,36,51,60,71,29,77,88,57,57,74,45,67,46,67,83,65,86,18,75,83,77,84,92,10,34,64,99,88,75,46,74,3,68,86,79,60,82,64,81,78,24,78,86,87,82,69,86,77,83,74,78,43,36,84,80,69,61,61,81,84,78,77,93,92,84,89,82,89,78,81,83,43,88,25,73,74,66,76,82,89,80,60,70,77,81,35,12,90,91,2013-10-12,12
72,2013,10,3,71.26,71.888,71.128,71.692,68860412,84,60,72,88,54,46,57,69,52,80,76,68,77,63,61,43,83,76,60,67,62,89,73,2,73,95,39,91,55,86,87,73,51,93,81,78,71,87,84,27,22,30,72,53,40,71,64,67,13,85,18,88,89,21,74,92,90,77,36,82,80,81,90,85,87,35,24,66,91,77,54,95,69,83,62,62,90,73,75,42,58,57,81,59,69,87,78,84,37,88,77,74,38,70,76,7,69,49,68,72,68,84,78,71,31,81,59,46,6,79,87,83,62,8,74,66,76,91,55,83,73,88,53,87,87,72,69,60,36,35,71,33,48,57,68,29,74,87,54,53,74,56,67,68,68,82,66,86,15,77,83,79,85,92,9,37,60,96,91,74,45,74,4,73,92,80,62,82,65,85,77,22,77,89,87,85,69,85,89,83,70,81,46,21,90,83,72,51,62,81,86,78,79,89,91,87,93,85,90,78,81,82,43,88,10,71,80,66,73,82,91,83,54,71,77,79,36,12,90,90,2013-10-19,19
73,2013,10,4,74.67,75.548,73.89,74.974,98422609,80,59,65,88,53,45,51,67,51,77,76,70,78,52,62,42,76,76,64,59,60,87,70,2,59,90,37,88,43,82,83,71,51,86,82,87,77,87,75,28,18,31,74,58,40,69,57,63,12,82,19,85,94,20,77,91,85,76,27,81,81,80,87,88,83,34,25,64,88,76,53,93,72,83,62,57,88,74,75,44,66,57,79,63,72,82,96,81,36,90,77,76,38,69,74,2,70,46,58,68,71,81,75,70,31,80,57,44,8,79,83,79,72,7,71,60,91,90,56,82,69,91,60,86,91,71,65,59,37,34,76,35,54,55,57,30,70,86,56,61,74,51,67,66,70,80,64,84,27,76,81,75,83,89,12,35,64,94,87,77,44,78,4,69,86,83,61,83,60,92,76,22,75,90,87,84,69,84,83,83,71,74,46,36,89,88,87,53,63,78,85,78,77,79,88,79,89,81,90,78,75,85,43,87,27,70,79,63,80,80,85,81,54,73,78,81,35,12,87,91,2013-10-26,26
74,2013,11,1,74.86,74.97,73.69,74.29,68722304,83,61,63,89,53,46,61,67,61,77,76,68,79,54,66,54,83,77,88,64,64,94,74,2,49,89,39,88,67,84,85,74,57,92,83,78,77,87,84,27,17,46,84,60,42,72,61,64,12,87,18,89,94,23,76,93,89,76,40,81,82,84,91,90,88,37,24,67,90,86,54,94,69,83,62,56,90,71,75,43,60,61,80,57,68,81,100,85,38,90,80,78,38,66,82,5,68,48,54,70,65,83,76,74,30,82,59,43,12,80,88,84,60,7,73,68,87,92,57,85,73,89,55,85,88,73,66,59,36,40,82,37,56,59,58,29,73,90,58,67,74,53,70,64,67,84,67,85,21,78,86,79,82,92,13,36,64,94,88,78,45,78,2,65,89,81,57,86,61,99,79,23,79,91,89,84,67,88,83,83,68,76,49,31,98,85,80,54,65,83,86,80,81,78,95,84,91,82,90,80,80,86,49,88,11,72,77,67,80,83,88,83,55,71,80,80,38,12,91,94,2013-11-02,02
75,2013,11,2,74.4,74.998,73.858,74.462,63770779,83,60,69,89,50,47,56,67,70,79,75,68,79,56,65,47,85,75,100,64,61,94,72,2,44,93,40,90,66,85,85,73,61,82,80,76,68,87,85,28,20,15,100,63,39,70,59,66,11,88,18,86,94,22,76,93,89,77,37,80,78,82,92,92,91,37,24,68,91,84,53,93,67,83,58,57,88,75,75,42,59,62,80,59,66,82,93,86,41,88,79,76,37,66,80,3,74,48,60,76,67,80,79,78,29,78,57,41,15,80,86,80,72,8,73,67,87,91,57,85,70,90,61,87,89,72,67,58,35,38,87,36,55,56,51,28,70,86,69,74,75,49,67,65,68,83,68,88,15,78,85,83,84,93,12,37,65,85,86,74,44,78,2,69,89,84,58,90,65,94,80,23,81,87,88,83,67,89,80,85,69,79,51,30,100,85,75,56,64,82,85,82,80,77,95,85,94,83,91,79,79,83,55,86,15,74,77,66,87,83,86,85,55,72,81,83,34,12,91,94,2013-11-09,09
76,2013,11,3,74.43,75.034,74.136,74.654,61473546,84,57,69,91,47,49,54,68,59,76,75,63,80,66,70,44,81,78,71,61,63,95,72,3,58,93,42,91,40,88,86,72,66,82,81,71,71,87,89,31,16,15,79,65,39,72,56,66,11,86,19,89,90,23,76,91,91,77,40,82,81,85,93,90,89,37,24,68,91,82,55,93,65,82,61,56,88,75,74,45,58,65,79,65,68,85,93,89,40,89,79,77,38,63,77,8,74,49,73,70,71,79,85,82,30,83,58,41,9,82,84,81,70,7,73,63,89,93,59,84,67,90,57,89,88,71,65,56,37,41,81,35,58,61,46,28,69,87,70,88,76,45,68,62,73,83,69,87,20,80,86,83,83,95,12,35,67,74,87,74,46,78,1,67,91,86,59,91,65,90,78,23,81,91,89,85,69,89,79,84,65,83,57,58,97,86,81,55,65,84,87,83,80,76,94,88,93,84,93,79,79,86,58,88,32,77,80,68,82,84,88,82,52,71,84,86,35,13,92,96,2013-11-16,16
77,2013,11,4,74.298,74.696,73.794,74.118,56690964,78,60,59,90,46,45,49,67,63,76,73,65,80,45,79,43,75,74,62,55,58,73,67,3,49,82,49,84,71,82,76,71,69,77,79,74,66,83,72,27,19,15,75,59,37,68,57,61,12,80,20,80,88,20,74,87,77,76,39,81,83,91,82,89,87,30,24,60,86,73,53,88,62,82,59,51,86,71,68,47,59,66,79,59,64,80,87,77,38,88,78,79,39,57,73,8,70,45,56,58,69,75,66,83,30,84,53,38,8,80,74,80,71,7,72,51,77,92,58,80,68,93,55,80,88,71,60,54,35,39,77,35,58,56,33,28,65,86,63,100,77,56,56,56,91,79,76,78,20,78,81,77,83,85,17,34,69,77,88,71,48,76,3,60,83,96,64,83,49,88,76,24,77,82,89,91,67,93,79,86,68,75,86,40,91,86,72,50,74,77,82,88,73,73,82,77,90,76,86,75,82,93,96,81,18,73,89,65,76,83,81,71,51,72,90,96,37,15,87,98,2013-11-23,23
78,2013,11,5,76.105,77.3675,75.9375,77.1125,82022046,86,60,70,90,44,59,56,66,63,76,73,61,81,57,92,45,82,78,57,64,56,90,67,3,34,89,39,90,47,85,83,72,84,83,79,69,76,82,82,28,21,30,73,59,45,73,61,64,12,87,19,87,92,21,78,91,86,79,33,82,80,89,89,91,91,38,25,66,87,81,50,92,66,79,58,53,90,76,70,61,62,77,80,75,68,85,89,85,38,86,75,83,36,60,79,8,70,47,72,67,74,78,73,100,29,83,59,42,7,85,79,80,70,7,71,63,83,93,58,83,70,92,63,85,87,71,64,56,37,45,86,36,52,62,42,27,67,91,55,84,78,41,65,54,83,81,72,87,18,81,84,77,81,90,13,36,80,74,91,75,46,78,1,66,87,92,61,97,65,93,77,63,79,91,92,87,68,94,77,90,70,80,63,38,95,88,72,47,72,86,85,88,78,73,98,84,93,82,92,80,88,90,70,85,13,72,87,65,83,86,85,80,51,72,93,89,38,14,92,87,2013-11-30,30
79,2013,12,2,80.58,81.192,79.868,80.298,104662790,86,62,67,89,43,63,56,68,63,75,72,62,80,58,83,51,76,74,52,63,58,85,72,4,44,91,38,86,52,84,84,72,88,82,79,72,69,83,72,26,17,23,70,59,42,70,54,63,12,84,19,87,93,21,76,91,83,78,29,83,79,87,89,90,90,36,25,71,87,73,51,90,66,83,60,54,90,78,70,73,64,82,79,72,66,87,84,84,38,87,74,83,36,60,75,2,100,48,61,63,78,77,80,95,28,80,56,40,8,90,75,82,74,7,69,60,77,88,58,83,69,90,62,85,86,71,65,59,35,36,77,35,40,61,35,26,60,93,64,76,82,48,62,51,73,81,70,86,18,80,79,77,80,90,11,37,76,77,88,71,46,76,2,67,92,89,57,98,63,85,73,33,74,88,88,85,71,90,80,86,70,74,55,30,91,83,71,48,72,84,85,83,76,73,98,84,91,80,91,80,83,86,65,84,15,74,78,62,75,83,84,79,55,69,94,85,39,14,90,81,2013-12-07,07
80,2013,12,3,80.478,81.048,79.872,80.236,77679687,84,62,66,86,41,73,64,68,71,71,72,62,80,43,73,43,73,73,70,54,56,64,67,3,35,83,38,84,65,78,73,70,92,81,75,72,61,81,59,23,19,0,72,54,40,69,62,60,12,78,19,80,91,23,77,86,74,72,35,80,78,86,80,88,86,30,26,64,82,59,49,89,66,85,58,54,90,74,67,93,68,87,78,63,64,82,80,76,35,89,69,77,36,60,73,6,90,43,65,64,74,75,63,82,26,78,55,38,8,96,66,82,85,7,65,52,61,88,59,83,71,90,59,77,90,72,61,56,35,36,71,36,44,60,29,29,59,94,58,71,84,57,57,51,70,78,68,83,21,77,75,72,79,83,12,36,76,78,85,66,47,76,2,61,79,87,59,94,53,78,69,28,70,82,86,84,67,85,80,89,69,67,53,38,86,78,67,36,72,82,87,78,71,71,89,80,86,77,87,78,79,87,83,82,18,69,78,57,80,81,81,79,53,71,92,85,50,14,86,78,2013-12-14,14
81,2013,12,4,78.652,79.29,78.164,78.762,91786542,74,79,48,89,44,59,38,75,61,64,81,70,87,33,57,44,62,70,42,42,50,25,71,3,39,64,36,78,32,58,59,66,67,71,76,87,50,69,34,24,27,17,75,58,39,71,63,51,10,74,22,66,91,13,82,75,56,60,31,82,80,85,52,92,58,23,25,45,67,50,44,80,69,95,56,56,81,68,67,34,92,86,89,61,79,63,71,56,33,96,61,69,65,61,77,16,93,36,43,75,77,73,36,68,27,73,50,38,8,77,49,67,99,8,58,41,49,91,73,84,94,97,55,59,100,79,63,59,36,37,47,44,59,70,12,31,54,83,59,73,90,41,38,75,78,84,74,60,9,74,63,72,91,57,12,29,70,84,85,72,48,75,2,54,72,85,54,81,32,78,69,29,60,80,96,89,69,80,99,100,72,48,80,25,76,68,60,21,77,75,79,77,52,65,63,58,71,54,80,81,66,92,80,54,17,69,77,49,83,81,56,78,55,70,90,95,52,18,82,88,2013-12-21,21
82,2013,12,5,81.065,81.305,80.415,80.7775,68672229,82,72,52,93,48,48,40,74,49,69,81,70,86,36,65,47,72,70,50,60,55,35,67,2,24,69,40,86,27,59,70,67,58,78,83,88,49,76,41,29,26,16,77,58,47,86,74,56,11,82,23,72,91,13,86,80,66,71,31,86,78,89,60,91,59,28,27,52,73,65,55,80,76,91,55,55,82,87,77,36,99,61,93,78,91,64,77,58,36,95,60,72,54,69,81,5,93,39,53,89,79,81,45,63,32,77,57,35,9,82,59,69,77,7,60,60,58,88,69,90,90,100,59,64,94,74,66,59,39,42,53,44,60,77,16,31,61,86,56,69,80,59,42,75,70,88,71,69,7,76,70,71,87,66,14,37,74,82,85,92,46,77,1,50,74,81,56,94,39,77,76,29,66,79,95,83,65,87,92,94,74,58,61,31,79,76,71,25,71,77,82,75,62,64,70,66,72,52,81,79,76,87,53,61,11,64,78,55,91,82,55,97,56,73,80,90,79,20,84,96,2013-12-28,28
83,2014,01,1,79.18,79.34,78.03,78.15,78547913,88,63,63,92,49,54,50,70,62,80,74,64,78,61,64,49,87,74,51,69,60,66,66,3,50,83,41,99,36,77,80,74,59,87,81,72,63,85,73,26,28,15,74,61,44,80,65,63,12,86,21,84,90,22,77,89,85,82,38,83,79,85,89,91,82,33,26,64,87,70,56,92,72,83,57,54,89,85,77,40,60,57,88,99,78,84,80,78,40,88,65,74,42,65,76,6,81,46,67,78,72,81,74,68,28,83,61,40,26,84,74,82,72,10,72,78,81,88,62,87,73,93,53,82,85,71,67,55,38,37,78,37,50,67,29,34,80,93,54,61,78,56,59,68,63,90,71,86,16,78,84,76,84,85,11,73,68,79,89,83,46,79,1,68,83,87,59,90,58,82,78,27,77,87,91,91,64,86,84,88,71,77,51,32,80,85,69,43,68,84,86,79,74,71,90,89,88,76,87,79,87,81,43,85,15,73,77,65,80,85,83,94,53,71,80,84,82,14,87,87,2014-01-04,04
84,2014,01,2,77.348,77.884,76.478,77.054,78740893,86,61,68,92,49,50,56,72,70,84,72,63,81,47,62,45,93,77,45,60,59,79,67,2,37,85,42,99,58,80,82,74,65,85,83,70,69,88,80,30,23,34,71,90,42,75,65,65,12,84,20,86,92,23,78,90,89,83,26,82,80,81,91,92,81,35,25,66,91,66,55,93,71,83,55,55,87,81,76,42,59,57,85,74,75,87,79,79,40,89,70,69,40,65,75,6,79,48,65,79,71,77,75,70,26,85,59,48,14,83,81,85,74,7,73,79,67,87,65,86,72,91,60,84,86,73,65,54,36,38,85,36,46,62,34,33,84,91,54,58,75,57,63,59,61,86,69,87,15,76,84,76,82,87,11,52,65,79,88,77,46,85,7,61,84,80,51,86,65,82,76,26,78,87,91,86,63,83,80,84,68,73,44,36,79,82,74,48,64,85,87,81,78,91,93,86,91,78,88,80,88,78,42,87,15,78,76,67,78,87,87,93,56,71,79,83,45,14,91,84,2014-01-11,11
85,2014,01,3,77.942,78.81,77.452,78.126,88593170,86,63,78,93,48,49,51,72,58,83,70,60,79,64,60,63,90,77,43,66,59,80,65,2,28,87,42,97,56,84,80,74,63,84,81,76,72,87,73,28,20,0,70,67,42,78,62,65,11,83,21,88,92,32,73,93,88,79,38,83,78,79,92,90,85,34,26,67,88,66,58,93,68,83,55,55,89,81,78,41,58,56,84,90,74,85,79,75,39,87,72,67,39,64,82,11,69,46,65,76,72,77,81,70,29,82,57,48,18,84,78,83,58,7,74,70,81,87,67,86,70,91,65,85,87,71,64,57,35,38,71,37,50,68,36,33,81,90,53,56,79,63,64,58,61,85,67,85,12,76,88,77,84,87,14,48,68,100,88,76,45,84,3,72,93,81,55,89,64,86,77,25,79,87,91,84,66,85,76,87,68,78,46,48,74,80,73,53,61,84,89,79,78,88,92,88,90,81,89,83,86,77,41,87,9,76,77,69,85,86,90,92,57,68,77,81,39,16,87,83,2014-01-18,18
86,2014,01,4,78.42,79.265,77.7775,78.6725,96709415,87,62,73,92,48,48,67,72,44,82,70,61,79,68,61,48,86,76,44,62,59,82,67,2,23,88,43,97,71,83,83,73,54,86,82,72,79,89,76,29,21,0,71,67,42,76,64,65,12,85,22,88,94,63,75,92,89,83,47,84,79,81,94,91,87,34,27,68,87,65,57,91,70,82,56,52,89,80,76,41,58,58,84,89,71,89,79,78,38,90,72,67,38,67,78,3,66,46,67,79,72,78,84,69,30,82,59,42,12,83,80,84,52,6,76,75,81,85,67,84,70,94,68,85,89,72,64,57,37,39,81,39,61,67,44,31,77,90,56,54,78,46,70,56,62,87,66,90,21,78,85,77,84,87,13,54,68,95,86,77,43,83,2,73,90,79,58,88,68,86,82,24,78,86,89,82,66,84,76,87,67,78,43,30,76,82,74,53,62,84,88,80,77,81,90,90,90,80,89,85,85,79,38,89,15,77,78,71,85,85,89,91,60,71,75,81,38,15,88,83,2014-01-25,25
87,2014,02,2,72.756,73.396,72.384,73.004,87070459,88,58,65,89,50,52,54,70,40,78,68,65,79,40,60,43,80,76,42,72,64,85,65,3,64,90,38,93,65,84,80,74,53,81,78,74,75,85,79,25,19,28,71,63,40,76,59,67,11,81,21,87,93,28,75,92,89,76,47,83,79,77,94,88,87,37,27,68,87,61,57,91,70,80,52,52,89,75,74,42,81,66,84,99,69,88,77,78,40,87,72,65,37,63,76,7,69,50,81,75,68,75,79,71,30,79,59,44,9,82,80,84,67,6,75,73,78,84,64,79,72,89,56,85,86,69,65,60,35,55,79,38,43,66,57,31,69,89,57,55,76,58,66,51,59,83,70,88,20,77,86,73,78,87,14,50,84,81,83,71,43,80,2,73,92,80,53,85,65,86,72,23,80,84,86,77,63,86,76,82,61,79,46,36,75,79,72,59,59,81,87,77,78,77,90,88,91,81,86,78,81,84,40,89,18,82,70,68,79,83,88,93,59,66,73,78,34,13,85,84,2014-02-08,08
